ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
-0.29325356739993585,0.2020464615258784,-0.5546336134080713,-0.6665272304128292,-0.5278509970228141,-0.19929647746796553,0.506221046581009,-0.0821230488102664,-1.3411035034131238,0
-0.2547593667365234,-0.08006604058329161,1.3687364620867701,1.7438126442233592,0.26196592438786126,0.8825856281421806,-1.6542073640716177,0.018729634307272352,0.09082873597830302,0
-0.15937787186285984,0.28302115491110486,-0.42399001539246134,-0.24879086745314463,-0.8622045832512764,0.8384859815551611,-0.1348601706126432,0.2683719276870188,1.274183025659811,0
,-0.39787949444897114,-1.0630863098485848,1.6816065007513505,-0.33179260870493077,0.6901722739758026,-0.286850890416216,-1.2006428622696728,-0.9235839869034296,0
-0.4298826762199989,-0.4164133803735161,-0.4772270327929438,0.22352046479232243,-0.028082959080162926,-0.3405177360476199,0.9285539318670266,-0.14067188397744812,0.788260498443768,0
0.49588703906397713,0.9159735916241417,-1.0592021295837104,0.12297999123337847,0.306930869948661,0.2334884003543229,-2.4931070291621507,-0.1986788567964735,0.3577425916859831,0
,-0.0700670958972808,-1.221583317146491,0.09997305712519423,1.5798876161523916,0.018182636402735187,0.29269007431123517,-1.9629318073093325,-1.3482404684498537,0
0.33283682624164596,-0.4224095466052192,1.3219800593288555,-0.5554680692969048,0.8642157076460245,-1.2219755909106849,-0.05671108288824041,1.0113318573289072,-0.689795428871001,1
,-1.0418560008547015,0.29164496760762804,0.10058716738410013,-0.06615119840552038,-0.14499984035874097,-0.8124754668156284,0.4673507629240991,-0.9552637615366459,0
0.5909647391256969,-0.8324436403904286,-0.32808130842325484,0.6132199692247858,1.7302302315802809,-0.9343328532538279,0.2818382888154602,0.10151001066842176,-0.28744010137790016,0
-0.10012837533297463,0.4290984867966237,0.0832570393081729,-0.7322172417055893,,0.5836176274444747,-0.107096835122037,-0.14236727162234405,0.24327018905353026,0
0.524180965447268,-0.7089264565265244,-0.9749326590356611,-0.10075518658764766,0.5564451215619112,0.5537206434338193,0.6777400684332773,0.10129924052427401,-0.7516902956934653,0
0.7269445453313481,-1.2535835629097491,0.2236502351196597,0.33465518241367287,0.11171277913727229,-0.10049014304049338,-0.3002079412963208,0.013718175642912417,-0.5525912983253873,1
-0.1561255311573544,-0.9140113401197492,0.7015657660575227,0.0049424746723154755,-0.35780076584642245,1.3029261905386798,2.1975393432933026,0.7309493686527333,1.453713275623283,0
-1.1084785949374956,-0.012718803068947633,0.21893347252929438,-0.8680889869019147,0.034641666299355,1.050634303527311,1.3202444094358607,0.129467473129581,2.3612175997981684,0
,-0.7761758278436345,-0.18727956016502048,-0.13323997042528535,0.8073203120497264,-0.8888383294773149,0.6550071066764259,-0.19068370549900954,0.024427825696279756,0
2.7479888160393267,-0.3007492710873953,-1.0993798230898801,-0.026636138491582695,-0.28458700800077547,0.955270358924896,0.6182261350825351,0.664730534132793,1.5493969513891686,0
-2.3079852108999175,-1.2813486418699769,-0.025686829292958333,-1.3491857274318164,,0.13497209937967106,0.13320196334682688,-0.6073518885459532,2.5906509742948307,1
-1.0887716240122771,-0.7716046402476953,0.2992203723364542,-1.8409763811831084,0.7983040907951242,0.7913588192982733,0.2651346358137194,-2.046177694185791,-2.75653169456889,1
0.5067490436984079,0.15302123206942675,-0.1744004998135124,-0.9315752819714973,-0.8337731067705334,-1.5096223532424657,0.3053186112854689,0.31935351631354747,-0.8442622992926926,0
-1.2645681423742388,-0.14373512675757194,-0.4898909168330674,1.2620863663260136,-0.5745232508885365,-0.16338119687990887,-0.5921149383691066,1.3875388281016627,1.4075189396020773,0
